course,level,subject,a+%,>=b+%,pass%
LAWGENRL424,400,LAWGENRL,0%,80%,99%
LAWGENRL427,400,LAWGENRL,0%,86%,98%
LAWPUBL402,400,LAWGENRL,4%,51%,94%
LAWPUBL408,400,LAWPUBL,2%,43%,90%
LINGUIST206,200,LINGUIST,27%,58%,91%
MEDIMAGE303,300,MEDIMAGE,0%,63%,100%
MUS291A,200,MUS,27%,90%,97%
MUS355,300,MUS,0%,67%,67%
PHARMACY410A,400,PHARMACY,2%,80%,99%
PHARMACY411,400,PHARMACY,2%,55%,95%
PHIL323,300,PHIL,13%,47%,81%
POLITICS315,300,POLITICS,12%,40%,80%
RUSSIAN100,100,PSYCH,28%,48%,65%
RUSSIAN100G,100,PSYCH,19%,46%,71%
SCREEN200,200,SCISCHOL,3%,77%,98%
SCREEN301,300,SCREEN,4%,56%,97%
SCREEN303,300,SCREEN,3%,78%,99%
SOCIOL213,200,SOCIOL,17%,54%,82%
SOCYOUTH300,300,SOCYOUTH,30%,75%,92%
THEOREL200,200,STATS,27%,62%,81%
THEOREL300,300,STATS,10%,38%,67%
URBPLAN301,300,STATS,9%,78%,97%
URBPLAN303,300,STATS,11%,65%,94%
URBPLAN305,300,STATS,15%,80%,96%
URBPLAN310,300,STATS,8%,64%,93%
ANCIENT256,200,ANCIENT,5%,62%,83%
ANCIENT356,300,ANCIENT,8%,51%,81%
ANTHRO366,300,ANTHRO,0%,47%,82%
ARTHIST245,200,ARTHIST,5%,55%,75%
ARTHIST345,300,ARTHIST,12%,62%,100%
CLINIMAG302,300,CIVIL,13%,70%,97%
DANCE250,200,DANCE,17%,58%,83%
DATASCI399,300,DATASCI,18%,93%,99%
DRAMA301,300,DRAMA,9%,88%,95%
ECON374,300,ECON,7%,45%,92%
EDCURRM113,100,EDCURRM,26%,68%,90%
EDPROFST306A,300,EDPROFST,9%,66%,96%
EDPROFST378,300,EDPROFST,61%,86%,96%
EDUC341,300,EDUC,18%,73%,94%
ENGLISH204,200,ENGLISH,12%,40%,73%
ENGLISH229,200,ENGLISH,3%,42%,89%
ENGLISH329,300,ENGLISH,3%,45%,97%
ENGLISH343,300,ENGLISH,44%,92%,100%
FINEARTS243,200,FINEARTS,9%,50%,82%
GEOPHYS213,200,GEOPHYS,12%,41%,68%
GREEK101,100,GREEK,58%,81%,92%
HISTORY225,200,HISTORY,13%,57%,85%
HISTORY335,300,HISTORY,19%,61%,92%
JAPANESE307,300,JAPANESE,17%,38%,83%
LATINAM200,200,LATIN,0%,56%,67%
LATINAM306,300,LATINAM,37%,70%,93%
LAWCOMM459,400,LAWCOMM,0%,56%,80%
LAWCOMM461,400,LAWCOMM,0%,64%,95%
LAWGENRL407,400,LAWGENRL,2%,59%,92%
LAWPUBL401,400,LAWGENRL,8%,66%,93%
LAWPUBL405,400,LAWPUBL,1%,65%,95%
LAWPUBL421,400,LAWPUBL,14%,68%,92%
LAWPUBL465,400,LAWPUBL,0%,50%,100%
LAWPUBL468,400,LAWPUBL,2%,68%,91%
MEDIA213,200,MEDIA,12%,55%,85%
MEDIA313,300,MEDIA,11%,65%,88%
MUS383,300,MUS,35%,80%,85%
PHARMACY412,400,PHARMACY,2%,70%,99%
POLITICS229,200,POLITICS,7%,44%,81%
PROPERTY371,300,PROPERTY,18%,60%,92%
SCREEN201,200,SCREEN,5%,58%,92%
SCREEN300,300,SCREEN,0%,76%,100%
SCREEN302,300,SCREEN,3%,76%,98%
TRANSLAT100,100,STATS,14%,52%,88%
TRANSLAT100G,100,STATS,14%,51%,91%
TRANSLAT101,100,STATS,0%,63%,88%
TRANSLAT300,300,STATS,0%,38%,88%
URBPLAN302,300,STATS,4%,50%,97%
URBPLAN304,300,STATS,21%,91%,97%
URBPLAN306,300,STATS,15%,71%,95%
URBPLAN311,300,STATS,11%,74%,95%
CIVIL211,200,CIVIL,7%,35%,95%
CIVIL250,200,CIVIL,4%,45%,96%
ENGLISH256,200,ENGLISH,16%,49%,73%
ENGLISH306,300,ENGLISH,13%,44%,81%
JAPANESE222,200,JAPANESE,7%,41%,96%
LAWCOMM437,400,LAWCOMM,2%,62%,99%
LAWCOMM440,400,LAWCOMM,0%,45%,91%
LAWGENRL438,400,LAWGENRL,0%,72%,97%
PHYSED104,100,PHYSED,0%,33%,72%
ANCIENT225,200,ANCIENT,0%,29%,82%
ANCIENT280,200,ANCIENT,4%,39%,80%
ANCIENT325,300,ANCIENT,8%,28%,69%
ANCIENT380,300,ANCIENT,7%,56%,83%
ANTHRO100,100,ANCIENT,14%,52%,80%
ANTHRO101,100,ANCIENT,10%,42%,80%
ANTHRO103,100,ANCIENT,3%,36%,77%
ANTHRO204,200,ANTHRO,3%,43%,82%
ANTHRO309,300,ANTHRO,16%,58%,84%
ARTHIST201,200,ARTHIST,0%,32%,84%
ARTHIST321,300,ARTHIST,4%,38%,75%
CAREER200,200,CAREER,9%,68%,82%
CHEM352A,300,CHEM,31%,56%,94%
CIVIL230,200,CIVIL,20%,63%,93%
COMMS300,300,COMMS,6%,60%,93%
CRIM201,200,COMPSYS,11%,59%,88%
ECON241,200,ECON,16%,64%,90%
EDCURRIC112,100,EDCURRIC,10%,63%,94%
EDCURRIC132,100,EDCURRIC,8%,20%,71%
EDCURRIC202,200,EDCURRIC,31%,80%,99%
EDCURRIC213,200,EDCURRIC,11%,61%,92%
EDCURRIC303,300,EDCURRIC,22%,84%,100%
EDCURRIC310,300,EDCURRIC,35%,80%,99%
EDCURRM202,200,EDCURRM,48%,83%,90%
EDCURRM204,200,EDCURRM,20%,63%,83%
EDCURRM301,300,EDCURRM,19%,65%,98%
EDPRACM302A,300,EDPRACM,52%,52%,89%
EDPROFST226,200,EDPROFST,34%,68%,89%
EDPROFST300,300,EDPROFST,25%,86%,97%
EDPROFST373,300,EDPROFST,19%,66%,96%
EDUC321,300,EDUC,13%,62%,95%
EDUCM321,300,EDUCM,0%,34%,81%
ENGLISH217,200,ENGLISH,6%,49%,88%
ENGLISH351,300,ENGLISH,6%,31%,71%
ENVENG341,300,ENVENG,17%,68%,97%
FINEARTS308,300,FINEARTS,39%,84%,100%
GEOG312,300,GEOG,16%,48%,88%
GEOG331,300,GEOG,5%,51%,92%
GEOG332,300,GEOG,7%,66%,89%
GERMAN211,200,GERMAN,38%,88%,100%
GLOBAL100,100,GISCI,20%,83%,97%
GLOBAL251,200,GLOBAL,13%,65%,79%
GLOBAL351,300,GLOBAL,63%,79%,89%
HUMSERV101,100,HUMS,6%,32%,80%
LANGTCHG202,200,LANGTCHG,34%,74%,93%
LAWCOMM465,400,LAWCOMM,7%,87%,100%
LAWGENRL444,400,LAWGENRL,6%,86%,100%
LAWPUBL420,400,LAWPUBL,6%,80%,97%
LAWPUBL458,400,LAWPUBL,2%,75%,85%
LAWPUBL470A,400,LAWPUBL,4%,57%,87%
MAORI271,200,MAORI,20%,59%,85%
MAORI370,300,MAORI,19%,46%,65%
MEDIA220,200,MEDIA,6%,32%,83%
MEDIA316,300,MEDIA,8%,45%,87%
MUS395A,300,MUS,0%,29%,100%
PHIL200,200,PHIL,6%,46%,77%
PHIL210,200,PHIL,9%,50%,88%
PHIL320,300,PHIL,5%,47%,87%
SOCCHFAM215,200,SCREEN,17%,67%,94%
SOCWORK113,100,SOCWORK,8%,33%,76%
SOCWORK115,100,SOCWORK,7%,40%,77%
SOCWORK212,200,SOCWORK,7%,54%,93%
SOCWORK216,200,SOCWORK,13%,46%,86%
TFCEDUC12F,100,STATS,12%,31%,59%
THEOREL209,200,STATS,13%,56%,94%
THEOREL301,300,STATS,32%,42%,74%
URBPLAN201,200,STATS,10%,82%,99%
URBPLAN202,200,STATS,6%,46%,97%
URBPLAN203,200,STATS,6%,74%,99%
URBPLAN210,200,STATS,10%,63%,99%
ANCIENT130,100,ANCIENT,8%,44%,77%
ANTHRO102,100,ANCIENT,5%,31%,75%
ANTHRO211,200,ANTHRO,7%,36%,83%
ANTHRO217,200,ANTHRO,9%,31%,69%
ANTHRO310,300,ANTHRO,17%,54%,75%
ANTHRO340,300,ANTHRO,10%,57%,81%
ANTHRO342,300,ANTHRO,7%,39%,84%
CHEM397,300,CHEM,38%,100%,100%
CHEM398,300,CHEM,21%,96%,100%
CIVIL220,200,CIVIL,29%,82%,99%
CIVIL221,200,CIVIL,7%,39%,96%
COMMS203,200,COMMS,7%,87%,100%
COMMS204,200,COMMS,6%,39%,86%
COMMS301,300,COMMS,14%,69%,93%
COMMS306,300,COMMS,7%,67%,95%
CRIM302,300,CRIM,19%,74%,92%
ECON242,200,ECON,8%,75%,94%
ECON343,300,ECON,6%,57%,96%
ECON375,300,ECON,70%,94%,98%
EDCURRIC110,100,EDCURRIC,23%,75%,97%
EDCURRIC339,300,EDCURRIC,23%,63%,96%
EDCURRIC362,300,EDCURRIC,51%,80%,88%
EDCURRM304,300,EDCURRM,18%,64%,93%
EDPROFM305,300,EDPROFM,48%,79%,93%
EDPROFM309,300,EDPROFM,31%,48%,93%
EDPROFST207A,200,EDPROFST,8%,68%,97%
EDPROFST304,300,EDPROFST,3%,52%,94%
EDPROFST313,300,EDPROFST,6%,66%,97%
EDPROFST319,300,EDPROFST,3%,48%,86%
EDPROFST363,300,EDPROFST,9%,62%,99%
EDPROFST374,300,EDPROFST,3%,56%,100%
EDPROFST377,300,EDPROFST,21%,76%,97%
EDPROFST392,300,EDPROFST,64%,92%,98%
ELECTENG303,300,ELECTENG,22%,68%,96%
ENGGEN100G,100,ENGGEN,8%,47%,85%
ENGLISH113,100,ENGLISH,6%,37%,69%
ENGLISH323,300,ENGLISH,5%,62%,90%
ENGSCI363,300,ENGSCI,62%,95%,99%
EXERSCI202,200,EXERSCI,11%,52%,84%
EXERSCI204,200,EXERSCI,7%,55%,93%
EXERSCI302,300,EXERSCI,3%,41%,94%
FINEARTS309,300,FINEARTS,18%,88%,99%
FRENCH239,200,FRENCH,6%,75%,81%
FRENCH339,300,FRENCH,11%,67%,89%
GERMAN302,300,GERMAN,52%,92%,96%
GERMAN306,300,GERMAN,58%,100%,100%
HISTORY224,200,HISTORY,15%,69%,89%
HUMS300,300,HUMS,15%,71%,88%
JAPANESE324,300,JAPANESE,0%,62%,100%
LANGTCHG300,300,LANGTCHG,6%,39%,90%
LATIN202,200,LATIN,22%,78%,94%
LATIN300,300,LATIN,25%,63%,63%
LAWGENRL454,400,LAWGENRL,0%,68%,95%
LINGUIST320,300,LINGUIST,5%,40%,90%
MECHENG312,300,MECHENG,44%,96%,99%
MEDIA219,200,MEDIA,8%,46%,86%
MEDIA224,200,MEDIA,13%,58%,94%
MEDIA319,300,MEDIA,13%,67%,95%
MEDIA326,300,MEDIA,9%,47%,89%
MUS174,100,MUS,24%,58%,79%
MUS246,200,MUS,7%,21%,64%
MUS346,300,MUS,6%,50%,100%
MUS358,300,MUS,35%,65%,90%
PHIL205,200,PHIL,0%,45%,83%
PHIL310,300,PHIL,2%,55%,90%
PHYSICS100,100,PHYSED,2%,34%,63%
PHYSICS100G,100,PHYSED,6%,44%,88%
POPLHLTH212,200,POPLHLTH,4%,51%,94%
RUSSIAN101,100,RUSSIAN,13%,73%,80%
SOCHLTH231,200,SOCHLTH,1%,45%,88%
SOCIOL203,200,SOCIOL,10%,31%,79%
SOCWORK112,100,SOCWORK,8%,31%,75%
SOCWORK211,200,SOCWORK,15%,74%,92%
SOCWORK221,200,SOCWORK,0%,38%,85%
SPANISH323,300,SPANISH,10%,75%,95%
STATS301,300,STATS,3%,29%,84%
URBPLAN204,200,STATS,1%,99%,99%
URBPLAN205,200,STATS,3%,92%,99%
URBPLAN211,200,STATS,10%,62%,95%
BUSINESS102,100,BUSAN,2%,48%,95%
COOKIS101,100,COMPSYS,10%,60%,100%
COOKIS101G,100,COMPSYS,18%,73%,91%
EDCURRIC204,200,EDCURRIC,3%,30%,91%
EDCURRIC350,300,EDCURRIC,20%,71%,96%
EDCURRIC361,300,EDCURRIC,31%,83%,98%
EDCURRIC368,300,EDCURRIC,25%,97%,98%
EDUC104G,100,EDUC,19%,53%,80%
HUMS101,100,HLTHPSYC,4%,40%,79%
LAWGENRL457,400,LAWGENRL,5%,63%,97%
MEDIA201,200,MEDIA,0%,46%,90%
MEDIA301,300,MEDIA,6%,48%,91%
PHIL212,200,PHIL,10%,76%,96%
PHIL332,300,PHIL,19%,81%,96%
ACCTG101,100,ACADENG,36%,74%,92%
ANCHIST110,100,ACCTG,24%,61%,81%
ANCHIST210,200,ACCTG,40%,52%,72%
ANCHIST254,200,ACCTG,12%,47%,90%
ANCHIST261,200,ACCTG,21%,66%,84%
ANCHIST354,300,ACCTG,10%,57%,88%
ANCHIST361,300,ACCTG,17%,86%,94%
ANTHRO203,200,ANTHRO,14%,55%,84%
ANTHRO268,200,ANTHRO,39%,83%,100%
ANTHRO368,300,ANTHRO,38%,73%,88%
ARCHDRC370,300,ARCHDRC,29%,71%,86%
ARCHTECH312,300,ARCHTECH,25%,38%,75%
ARTHIST200,200,ARTHIST,4%,64%,84%
ARTHIST206,200,ARTHIST,40%,70%,90%
ARTHIST300,300,ARTHIST,12%,54%,85%
ARTHIST313,300,ARTHIST,32%,74%,84%
BIOSCI320,300,BIOSCI,31%,90%,97%
BIOSCI396,300,BIOSCI,30%,89%,96%
BUSINESS101,100,BUSAN,8%,57%,92%
BUSINESS304,300,BUSINESS,14%,46%,88%
CHEM350,300,CHEM,57%,90%,99%
CIVIL210,200,CIVIL,39%,82%,98%
CLASSICS110,100,CIVIL,14%,71%,85%
CLASSICS110G,100,CIVIL,9%,68%,89%
COMLAW315,300,COMLAW,22%,62%,97%
COMMS206,200,COMMS,9%,48%,89%
COMMS304,300,COMMS,21%,65%,92%
EARTHSCI304,300,EARTHSCI,46%,67%,75%
EDCURRIC103,100,ECON,39%,79%,96%
EDCURRIC105,100,ECON,12%,48%,89%
EDCURRIC106,100,ECON,5%,46%,92%
EDCURRIC107,100,ECON,35%,72%,95%
EDCURRIC114,100,EDCURRIC,32%,95%,100%
EDCURRM101,100,EDCURRIC,16%,58%,74%
EDPROFM209,200,EDPROFM,38%,57%,86%
EDPROFM214,200,EDPROFM,14%,48%,67%
EDPROFST200,200,EDPROFST,24%,68%,100%
EDPROFST206,200,EDPROFST,27%,57%,98%
EDPROFST214,200,EDPROFST,34%,83%,99%
EDPROFST227,200,EDPROFST,31%,72%,100%
EDPROFST310,300,EDPROFST,5%,47%,95%
EDPROFST386,300,EDPROFST,16%,63%,100%
EDPROFST387,300,EDPROFST,53%,100%,100%
ELECTENG202,200,ELECTENG,15%,46%,88%
ELECTENG210,200,ELECTENG,10%,36%,85%
ENGLISH346,300,ENGLISH,6%,40%,86%
FINEARTS101,100,FINANCE,37%,75%,89%
FINEARTS104,100,FINANCE,22%,56%,81%
FINEARTS207,200,FINEARTS,24%,98%,100%
FINEARTS305,300,FINEARTS,28%,79%,95%
FINEARTS310,300,FINEARTS,80%,100%,100%
FINEARTS408,400,FINEARTS,13%,50%,100%
FOODSCI303,300,FOODSCI,8%,65%,100%
GEOG140,100,GEOG,25%,56%,80%
GEOG317,300,GEOG,20%,60%,87%
HISTORY259,200,HISTORY,25%,71%,94%
HISTORY359,300,HISTORY,24%,62%,92%
INFOSYS280,200,INFOSYS,47%,66%,74%
INFOSYS322,300,INFOSYS,6%,44%,84%
INFOSYS330,300,INFOSYS,18%,81%,94%
INFOSYS338,300,INFOSYS,63%,91%,100%
ITALIAN106,100,ITALIAN,56%,100%,100%
ITALIAN106G,100,ITALIAN,80%,95%,95%
ITALIAN204,200,ITALIAN,43%,86%,100%
LAWCOMM402,400,LAW,7%,62%,96%
LAWCOMM427,400,LAWCOMM,14%,75%,100%
LAWGENRL436,400,LAWGENRL,6%,61%,94%
LINGUIST308,300,LINGUIST,52%,89%,96%
MEDIA211,200,MEDIA,4%,61%,94%
MEDIA309,300,MEDIA,9%,64%,90%
MEDSCI303,300,MEDSCI,8%,44%,98%
MEDSCI304,300,MEDSCI,16%,51%,97%
MEDSCI307,300,MEDSCI,6%,47%,98%
MKTG201,200,MKTG,4%,68%,98%
MUS202,200,MUS,26%,56%,100%
MUS322,300,MUS,58%,89%,92%
MUS372,300,MUS,40%,100%,100%
MUS387,300,MUS,24%,76%,95%
PACIFIC209,200,PACIFIC,11%,44%,75%
PACIFIC309,300,PACIFIC,12%,40%,68%
PHIL261,200,PHIL,26%,53%,84%
PHIL361,300,PHIL,32%,52%,76%
POLITICS300,300,POLITICS,8%,64%,90%
SOCIOL206,200,SOCIOL,47%,84%,92%
SOCIOL210,200,SOCIOL,46%,91%,94%
SOCIOL317,300,SOCIOL,22%,63%,85%
SOCSCIPH200,200,SOCIOL,33%,89%,96%
SOFTENG250,200,SOFTENG,51%,90%,99%
SOFTENG251,200,SOFTENG,59%,89%,99%
THEOREL214,200,STATS,15%,65%,85%
THEOREL215,200,STATS,48%,78%,96%
THEOREL314,300,STATS,13%,75%,95%
THEOREL315,300,STATS,45%,73%,73%
URBPLAN102,100,STATS,26%,88%,93%
URBPLAN103,100,STATS,33%,86%,90%
URBPLAN110,100,STATS,31%,90%,93%
ANCHIST252,200,ACCTG,8%,29%,74%
ANCHIST352,300,ACCTG,55%,82%,85%
ANTHRO247,200,ANTHRO,4%,51%,76%
ANTHRO331,300,ANTHRO,8%,47%,81%
ANTHRO348,300,ANTHRO,3%,30%,88%
BIOSCI323,300,BIOSCI,18%,71%,94%
BIOSCI329,300,BIOSCI,9%,28%,81%
BIOSCI340,300,BIOSCI,8%,48%,92%
BUSINESS103,100,BUSAN,25%,95%,100%
CLASSICS130,100,CIVIL,2%,40%,72%
CLASSICS216,200,CIVIL,14%,48%,72%
CLASSICS316,300,CIVIL,7%,71%,82%
COMMS202,200,COMMS,5%,39%,83%
COMPSYS202,200,COMPSYS,13%,48%,89%
EARTHSCI102,100,DRAMA,13%,31%,62%
EARTHSCI305,300,EARTHSCI,17%,59%,93%
EARTHSCI330,300,EARTHSCI,14%,57%,93%
EDCURRIC111,100,EDCURRIC,13%,46%,97%
EDCURRIC211,200,EDCURRIC,23%,67%,95%
EDCURRIC212,200,EDCURRIC,28%,81%,95%
EDCURRM103,100,EDCURRIC,5%,25%,80%
EDCURRM105,100,EDCURRIC,11%,28%,83%
EDCURRM106,100,EDCURRIC,22%,44%,89%
EDPROFM205,200,EDPROFM,6%,28%,67%
EDPROFST204,200,EDPROFST,12%,45%,95%
EDPROFST205,200,EDPROFST,24%,64%,95%
EDPROFST372,300,EDPROFST,32%,87%,92%
ENGLISH313,300,ENGLISH,8%,48%,90%
ENVENG244,200,ENVENG,10%,79%,98%
FINEARTS102,100,FINANCE,13%,63%,91%
FINEARTS103,100,FINANCE,8%,49%,85%
FINEARTS204,200,FINEARTS,14%,73%,94%
FINEARTS208,200,FINEARTS,13%,82%,98%
FINEARTS212,200,FINEARTS,14%,100%,100%
FINEARTS409,400,FINEARTS,0%,38%,88%
FOODSCI302,300,FOODSCI,0%,47%,96%
FOODSCI304,300,FOODSCI,2%,45%,98%
FRENCH244,200,FRENCH,23%,64%,91%
FRENCH344,300,FRENCH,75%,100%,100%
GEOG315,300,GEOG,8%,73%,91%
GEOG322,300,GEOG,4%,42%,93%
GEOG324,300,GEOG,8%,54%,92%
GEOG330,300,GEOG,12%,85%,96%
GEOG334,300,GEOG,3%,36%,82%
HISTORY324,300,HISTORY,10%,63%,88%
INFOSYS320,300,INFOSYS,7%,64%,100%
INFOSYS323,300,INFOSYS,6%,50%,94%
INFOSYS344,300,INFOSYS,18%,64%,99%
LATINAM320,300,LATINAM,36%,64%,95%
LAWENVIR401,400,LAWCOMM,0%,43%,96%
LAWGENRL435,400,LAWGENRL,13%,73%,100%
MEDIA226,200,MEDIA,14%,79%,93%
MEDIA227,200,MEDIA,20%,50%,70%
MEDIA329,300,MEDIA,5%,53%,84%
MEDSCI305,300,MEDSCI,3%,51%,100%
MEDSCI306,300,MEDSCI,0%,33%,98%
MUS323,300,MUS,28%,93%,100%
PACIFIC211,200,PACIFIC,10%,35%,74%
PACIFIC300,300,PACIFIC,0%,35%,76%
PACIFIC311,300,PACIFIC,11%,37%,74%
PHIL217,200,PHIL,4%,50%,72%
PHIL301,300,PHIL,10%,80%,100%
PHIL337,300,PHIL,7%,43%,86%
PHYSICS245,200,PHYSICS,6%,18%,65%
SOCIOL334,300,SOCIOL,9%,58%,90%
SOCSCIPH300,300,SOCSCIPH,8%,64%,92%
SOCWORK213,200,SOCWORK,0%,50%,88%
SOCWORK214,200,SOCWORK,4%,39%,86%
SOFTENG211,200,SOFTENG,20%,86%,99%
SOFTENG254,200,SOFTENG,18%,90%,99%
SPANISH206,200,SPANISH,15%,62%,85%
SPANISH342,300,SPANISH,28%,40%,88%
THEOREL211,200,STATS,29%,71%,79%
THEOREL311,300,STATS,48%,86%,86%
URBPLAN104,100,STATS,2%,30%,83%
URBPLAN105,100,STATS,0%,33%,85%
URBPLAN111,100,STATS,11%,62%,91%
ANCHIST377,300,ACCTG,9%,82%,100%
CLASSICS215,200,CIVIL,36%,71%,100%
CLASSICS315,300,CIVIL,22%,89%,100%
EARTHSCI301,300,EARTHSCI,8%,88%,96%
EDUC119,100,EDUC,0%,26%,89%
LAWCOMM454,400,LAWCOMM,12%,59%,94%
LAWGENRL445,400,LAWGENRL,21%,61%,96%